doc_id,text,processed_text
2425,How come there are no depictions of the massacres inflicted by Islam on India.?,come depict massacr inflict islam india
2426,"What are the best soccer goals that ""you've never seen""?",best soccer goal never seen
2427,What are the best goals scored in soccer?,best goal score soccer
2428,How Can I impress a girl who hate me?,impress girl hate
2430,What is it like to live in the big cities of Jamaica compared to the ones in Brazil?,like live big citi jamaica compar one brazil
2431,What is it like to live in the big cities of Jamaica compared to the ones in Mexico?,like live big citi jamaica compar one mexico
2432,How long will it take to have clear vision after lasik laser surgery?,long take clear vision lasik laser surgeri
2433,"Is it possible to go from having a low IQ to having a high IQ, if so how?",possibl low high
2434,"Which is a suitable solar panel installation provider near South Gate, California CA?",suitabl solar panel instal provid near south gate california
2435,"Which is a good solar panel installation provider near Stinson Beach, California CA?",good solar panel instal provid near stinson beach california
2436,"Why are black women not regarded as attractive as Asian or Latin women, even though they are more represented in the media?",black women regard attract asian latin women even though repres media
2437,Do white women find Asian men attractive?,white women find asian men attract
2438,How can I improve my pronunciation in English?,improv pronunci english
2439,How can I improve my English pronunciation?,improv english pronunci
2440,How do you say 1<x<2?,say
2441,What is the best way to say 1?,best way say
2442,Why did humans come into existence?,human come exist
2443,Why did humans come to existence?,human come exist
2444,"In Japanese, how do you say ""darkness""?",japanes say dark
2445,"How does one say ""oh my god"" in Japanese?",one say god japanes
2446,Why do Trump supporters believe that Donald Trump can get his platform through congress?,trump support believ donald trump get platform congress
2447,Why don't I know any supporters of Donald Trump?,know support donald trump
2448,What are some common examples of solid matter?,common exampl solid matter
2449,What are the most common examples of solid matter?,common exampl solid matter
2450,"My parents give me ""advice"" and they get really mad if I dont take it… What am I supposed to do?",parent give advic get realli mad dont take suppos
2451,What is the best advice for giving others an advice?,best advic give other advic
2452,Is there a special dish/food from your home country that your family has incorporated into the traditional American Thanksgiving meal?,special dish food home countri famili incorpor tradit american thanksgiv meal
2453,When did Thanksgiving begin? When was it established as a national Holiday in the United States? Do other countries recognize Thanksgiving?,thanksgiv begin establish nation holiday unit state countri recogn thanksgiv
2454,How should I get motivated to hit the gym every day?,get motiv hit gym everi day
2455,How can I keep myself motivated to hit the gym everyday?,keep motiv hit gym everyday
2456,What is the the best free wordpress theme for oniline printing shop?,best free wordpress theme onilin print shop
2457,"Under either candidate as president, is the US is relinquishing its postwar leadership in opening markets worldwide to China?",either candid presid relinquish postwar leadership open market worldwid china
2458,Where can I get fantastic value in Sydney for floor tiles?,get fantast valu sydney floor tile
2459,Where can I get best quality wall and floor tiles at very affordable rates in Sydney area?,get best qualiti wall floor tile afford rate sydney area
2460,"Why do some old computer games run very fast on new, powerful computers?",old comput game run fast new power comput
2461,What is one key criteria or computer part that makes a computer fast for gaming?,one key criteria comput part make comput fast game
2462,How can I continue using Uber if I change countries without changing my account?,continu use uber chang countri without chang account
2463,Can I use my Uber referral credit in some other countries? What if I refer someone in other country?,use uber referr credit countri refer someon countri
2464,"For BITSAT & IIT JEE Mains 'theory', is NCERT sufficient?",bitsat iit jee main theori ncert suffici
2465,Is reading NCERT textbooks and solving model question papers good enough preparation to do well in BITSAT and JEE Mains?,read ncert textbook solv model question paper good enough prepar well bitsat jee main
2466,"With anti-poor, anti-middle class laws like GST, land, labor reforms, is india going to become authoritarian like china?",anti poor anti middl class law like gst land labor reform india go becom authoritarian like china
2467,"How do we let know the defence ministry of India to also focus on the Cyber Warfare like China and USA does, we have so many IITans with such good hacking and anti-hacking/firewalling skill?",let know defenc ministri india also focu cyber warfar like china usa mani iitan good hack anti hack firewal skill
2468,What are the best ways to learn to code in a short amount of time?,best way learn code short amount time
2469,How can I learn to code easily and efficiently in a short amount of time?,learn code easili effici short amount time
2470,What is the nicest thing that a complete stranger has ever done for you?,nicest thing complet stranger ever done
2471,What is the nicest thing a stranger has done for you?,nicest thing stranger done
2472,What are some good factors about democracy?,good factor democraci
2473,What is something good about fascism that we would benefit from applying to our liberal democracies?,someth good fascism would benefit appli liber democraci
2474,What is the best gift you ever received?,best gift ever receiv
2475,Which is the best gift that you have ever received?,best gift ever receiv
2476,Who is the best teacher in life?,best teacher life
2477,Who are the best teachers of life?,best teacher life
2478,"Why didn't Huma Abedin give the FBI immediate permission to examine the 650,000 Email?",huma abedin give fbi immedi permiss examin email
2479,What is it like to grow up in a one bedroom apartment?,like grow one bedroom apart
2480,If I become a millionaire should I tell families and friends?,becom millionair tell famili friend
2481,Should I tell people that I have become a millionaire?,tell peopl becom millionair
2482,Are there any students from SJA Dehradun on Quora?,student sja dehradun quora
2483,"Is a better translation of ""exceptio probat regulum"" ""the exception tests the rule?""",better translat exceptio probat regulum except test rule
2484,How can a 9th grader study for NTSE online? What are some good websites for assignments?,grader studi ntse onlin good websit assign
2485,How do I prepare for NTSE if presently studying in class 9th?,prepar ntse present studi class
2486,Who is the best footballer?,best footbal
2487,Who are the best footballer today?,best footbal today
2488,What is the name of the creepiest horror movie you've ever seen? Which was the scariest part?,name creepiest horror movi ever seen scariest part
2489,What is the scariest or creepiest movie you have ever seen?,scariest creepiest movi ever seen
2490,What would be the procedure if a major party nominee died before a general election?,would procedur major parti nomine die gener elect
2491,What would happen if the presidential nominee died before the November election?,would happen presidenti nomine die novemb elect
2492,Will I spoil my smartphone if I keep it charging overnight regularly?,spoil smartphon keep charg overnight regularli
2493,How long does it take to full charge a smartphone?,long take full charg smartphon
2494,How does Keyhole fetch hash tag data from Facebook while there is no API available for this?,keyhol fetch hash tag data facebook api avail
2495,Why are hash tags so important?,hash tag import
2496,"Do Google glasses look super nerdy? If so, how might Google overcome this perception?",googl glass look super nerdi might googl overcom percept
2497,What can Google do to turn Google Glass around?,googl turn googl glass around
2498,Were India and China part of Turkey at any point of time in world history?,india china part turkey point time world histori
2499,Who were the most powerful countries in the world at different points in history?,power countri world differ point histori
2500,What are the biggest regrets of your life?,biggest regret life
2501,What's your biggest regret in life?,biggest regret life
2502,What are the places to visit for a honeymoon in Kerala?,place visit honeymoon kerala
2503,"What all places can one visit on a two day trip in Kerala, India?",place one visit two day trip kerala india
2504,Have you ever experienced paranormal activities?,ever experienc paranorm activ
2505,Have you ever experienced any paranormal activity? Where and what actually happened?,ever experienc paranorm activ actual happen
2506,Would you share your deepest secret with your spouse?,would share deepest secret spous
2507,What is your secret that you can only share at Quora?,secret share quora
2508,What are your views on the ban of Rs 500 and Rs 1000 notes by the Indian Government? Pros cons?,view ban note indian govern pro con
2509,What do you think of abolishing 500 and 1000 Rupee Currency notes by the Indian Government?,think abolish rupe currenc note indian govern
2510,"What is the difference between ""assessment"" and ""evaluation""?",differ assess evalu
2511,What is the difference between assessment and evaluation?,differ assess evalu
2512,What are the songs that make you feel happy?,song make feel happi
2513,What are some songs that just make you happy?,song make happi
2514,What is your review of No Such Thing (2001 movie)?,review thing movi
2515,What is your review of Friend (2001 movie)?,review friend movi
2516,Can you buy an Apple Watch without a watch band?,buy appl watch without watch band
2517,"Will existing Apple Watch bands work with Apple Watch 3 (2017), since I have expensive Apple Watch Bands including Link Bracelet and Classic Buckle?",exist appl watch band work appl watch sinc expens appl watch band includ link bracelet classic buckl
2518,What was the last great decade for rock?,last great decad rock
2519,"Who would you pick as the best rock band of the last decade, 2005-2015?",would pick best rock band last decad
2520,What countries are socialist?,countri socialist
2521,Are there any socialist countries left?,socialist countri left
2522,What are the main differences between Microsoft Office 2013 and 2016 for Windows?,main differ microsoft offic window
2523,What is the major difference between MS - Office 2007 and 2013?,major differ offic
2524,I wanted to start a e-grocery store in Kerala. So will any of the existing e-grocery stores in India will allow me to visit and study their office?,want start groceri store kerala exist groceri store india allow visit studi offic
2525,"If you needed to earn 1 million dollars within a year, what would you do?",need earn million dollar within year would
2526,How can the landforms of the Canadian shield be described?,landform canadian shield describ
2527,What are the landforms of the Canadian Shield?,landform canadian shield
2528,Will Brexit really happen?,brexit realli happen
2529,Is Brexit likely to happen?,brexit like happen
2530,How can we hack Wifi Passowrds?,hack wifi passowrd
2531,How do I can hack wifi?,hack wifi
2532,How did Portugal become and stay independent of Spain? What are the cultural narratives in Portuguese and Spanish histories?,portug becom stay independ spain cultur narr portugues spanish histori
2533,How did Portugal become an independent country from Spain?,portug becom independ countri spain
2534,Who will probably win in the war between Pakistan and Iran?,probabl win war pakistan iran
2535,Who would win a *conventional* war between Iran and Pakistan right now?,would win convent war iran pakistan right
2536,Why does magnetic field produce when current flows in a conductor?,magnet field produc current flow conductor
2537,Why is a magnetic field produced when current flows through a conductor?,magnet field produc current flow conductor
2538,Who were the most influential queens in history?,influenti queen histori
2539,Who is the most influential queen in history?,influenti queen histori
2540,How do we allocate memory for a structure and array in C?,alloc memori structur array
2541,Are dynamic allocations of array allowed in C?,dynam alloc array allow
2542,How do I integrate [math]v^3(a^2-v^2)^{\frac{1}{2}}[/math] by substitution?,integr math frac math substitut
2543,How do I integrate [math]\frac{x^2}{x^2-1}[/math]?,integr math frac math
2544,What is the latest age for a wisdom tooth to come out?,latest age wisdom tooth come
2545,My wisdom tooth is hurting but it has come out well and I floss there. So why is it hurting then?,wisdom tooth hurt come well floss hurt
2546,Any solutions for unable to upgrade access level for viewing to full transaction of SBI net banking?,solut unabl upgrad access level view full transact sbi net bank
2547,How much time does it take to upgrade the access level to full transaction rights in SBI online?,much time take upgrad access level full transact right sbi onlin
2548,Baking: How do I make cookies that are soft and chewy?,bake make cooki soft chewi
2549,How do you bake cookies without plain flour?,bake cooki without plain flour
2550,What interests should I add on Omegle to get more girls?,interest add omegl get girl
2551,Omegle is not so famous among girls. Do girls know about or like Omegle?,omegl famou among girl girl know like omegl
2552,How can I stop overthinking everything in my relationship?,stop overthink everyth relationship
2553,How do I stop overthinking situations in my relationship?,stop overthink situat relationship
2554,"What is meant by ""the language of a story""?",meant languag stori
2555,What is meant by c language?,meant languag
2556,What is my strategy for applying for Economics graduate school no research/internships?,strategi appli econom graduat school research internship
2557,What are some important factors that keep bones healthy and strong?,import factor keep bone healthi strong
2558,Why do I not lose weight when I throw up?,lose weight throw
2559,What are the best ways to lose weight?,best way lose weight
2560,How can I make money online in India?,make money onlin india
2561,What's the easiest way to make money online?,easiest way make money onlin
2562,What are the differences between Chinese and western etiquettes?,differ chines western etiquett
2564,Is keeping a old Rs. 500 or Rs. 1000 note as a memory is a crime?,keep old note memori crime
2565,What were the security features of an old Rs. 500 and Rs. 1000 currency notes?,secur featur old currenc note
2566,What are some popular method to do suicide?,popular method suicid
2567,Is there some painless way to suicide?,painless way suicid
2568,Why do Capricorns pull away?,capricorn pull away
2569,What does love mean to Capricorns?,love mean capricorn
2570,"What is the difference between 'das', 'der', 'die' and 'den' in the German language?",differ da der die den german languag
2571,"German (language): What is the difference between ""dem"" and ""den""?",german languag differ dem den
2572,I am 36 year old divorced female. I seem incapable of fulfilling my dream of being married and having a family. Is there a way?,year old divorc femal seem incap fulfil dream marri famili way
2573,"Quora, may I have three million dollars to fulfill my dream within 4 years?",quora may three million dollar fulfil dream within year
2574,Where can I get wonderful flavors on cupcakes in Gold Coast?,get wonder flavor cupcak gold coast
2575,Where can I get good quality cupcakes and a lot of different flavor in Gold Coast?,get good qualiti cupcak lot differ flavor gold coast
2576,Why is Magical girl anime popular in South Korea?,magic girl anim popular south korea
2577,Why are fairy-themed magical girls rare in anime?,fairi theme magic girl rare anim
2578,What was Marc Srour like as a teenager?,marc srour like teenag
2579,What is it like to be Marc Srour?,like marc srour
2580,Is time travel possible? If yes? How?,time travel possibl ye
2581,Is time travel still theorized as being possible?,time travel still theoriz possibl
2582,Why is Hansie Cronje the greatest ever South African captain?,hansi cronj greatest ever south african captain
2583,What is it like to be a white South African?,like white south african
2584,Can you use one Spotify premium account on multiple mobile devices?,use one spotifi premium account multipl mobil devic
2585,"If I have a Spotify premium account on my iPhone, can my friend use it on his iPhone?",spotifi premium account iphon friend use iphon
2586,"What are the copyright laws around quotes? Can I take a quote, make it into a poster and sell it on Etsy?",copyright law around quot take quot make poster sell etsi
2587,Why doesn't Microsoft take action on the millions of pirated copies of Windows?,microsoft take action million pirat copi window
2588,"I am planning to join CTS (Cognizant), USA and heard these rumors that even if they promised, they don't apply for green cards for their employees. What are the facts behind this?",plan join ct cogniz usa heard rumor even promis appli green card employe fact behind
2589,"I am a British Citizen with perm. residence in ZA. May I apply for the Green Card Lottery considering ""natives of the UK are not eligible to apply""?",british citizen perm resid may appli green card lotteri consid nativ elig appli
2590,"Does anyone else have clear looking skin but if you squeeze your pores lots of white gunk ""worms"" come out?",anyon els clear look skin squeez pore lot white gunk worm come
2591,Why is my face sweating and I have smelly gunk comming out of the pores on my nose?,face sweat smelli gunk com pore nose
2592,How safe is it to use your real name on the internet?,safe use real name internet
2593,How safe is it to have your real name on the Internet?,safe real name internet
2594,I own a personal website/blog. If I get decent traffic I want to make few bucks via ads. Does the law allow me to do this while being on H1B visa?,person websit blog get decent traffic want make buck via ad law allow visa
2595,My brother in law going to start a shop in NY. Can he apply for me as a worker of his shop to get H1b visa?,brother law go start shop appli worker shop get visa
2596,What is the most spontaneous thing you have ever done?,spontan thing ever done
2597,What is the most spontaneous thing you've ever done?,spontan thing ever done
2598,Which book to use for preparing chemistry for neet?,book use prepar chemistri neet
2599,Which chemistry objective book is good for NEET 2017?,chemistri object book good neet
2600,How can I manage inbox in outlook for rapid response when I have a email flow of 200 emails per day?,manag inbox outlook rapid respons email flow email per day
2601,"When it comes to mass email marketing, do you think a .com has a better chance of inboxing compared to a .net .us. info etc.?",come mass email market think com better chanc inbox compar net info etc
2602,What are some good truth or dare questions to ask over text?,good truth dare question ask text
2603,What are the best questions to ask a girl while chatting?,best question ask girl chat
2604,What is the purpose of double pulsing a thyristor?,purpos doubl puls thyristor
2605,What is the purpose of life?,purpos life
2606,How will real estate prices be affected in India after banning of 500 and 1000 rupees notes?,real estat price affect india ban rupe note
2607,How does the demonetized notes of 500 and 1000 effect the real estate?,demonet note effect real estat
2608,How many minutes does it take to soft boil an egg?,mani minut take soft boil egg
2609,Which is Better: Raw egg or Boiled egg?,better raw egg boil egg
2610,What should I do if my best friend is addicted to drugs?,best friend addict drug
2611,What is drug rehab like?,drug rehab like
2612,How long does the USPS first class shipping take from Phoenix to Los Angeles?,long usp first class ship take phoenix lo angel
2613,How long does it take to ship USPS to Hong Kong?,long take ship usp hong kong
2614,I m bio student how I got admission in vits Vellore in biotechnology and I don't have math in 12?,bio student got admiss vit vellor biotechnolog math
2616,What is the life of mechanical engineers graduated from top colleges who didn't select in campus placemats?,life mechan engin graduat top colleg select campu placemat
2617,Why do many engineering graduates from top notch colleges such as IITs/NITs pursue an MBA immediately after graduation?,mani engin graduat top notch colleg iit nit pursu mba immedi graduat
2618,What are my options for earning money online?,option earn money onlin
2619,What are some best ways to earn money online?,best way earn money onlin
2620,What was a book that changed you?,book chang
2621,What is the one book that changed you?,one book chang
2622,What are the things to consider when buying a new laptop?,thing consid buy new laptop
2623,What are the things to be considered while buying a new laptop?,thing consid buy new laptop
2624,Which is the best destination for honeymoon in December within a budget of INR 2 lakhs for a couple?,best destin honeymoon decemb within budget inr lakh coupl
2625,Which is the best destination for honeymoon in december within a budget of INR 4 lakhs for a couple?,best destin honeymoon decemb within budget inr lakh coupl
2626,Why would an ex follow me on social networks if he broke up with me?,would follow social network broke
2627,Why would my ex follow me on IG when we haven't spoken much since we broke up in 2012?,would follow spoken much sinc broke
2628,How should I stop biting my nails?,stop bite nail
2629,How can I stop biting my nails for good?,stop bite nail good
2630,How do I avoid looking like a tourist in Paris?,avoid look like tourist pari
2631,How do I dress in Paris to avoid looking like a tourist?,dress pari avoid look like tourist
2632,"Presently (2015) how many articles, parts and schedules are there in the Indian Constitution?",present mani articl part schedul indian constitut
2633,How many pages are there in the Indian constitution?,mani page indian constitut
2634,What are good ways to earn online?,good way earn onlin
2635,How can I earn online with little investment?,earn onlin littl invest
2636,Is Trump a Manchurian President for Putin?,trump manchurian presid putin
2637,Is President-elect Donald Trump President Putin's Trojan Horse?,presid elect donald trump presid putin trojan hors
2638,What are the benefits of completing IIT JEE after 12th?,benefit complet iit jee
2639,"What do you think of Stephen A. Marglin's book ""The Dismal Science: How Thinking Like an Economist Undermines Community""?",think stephen marglin book dismal scienc think like economist undermin commun
2640,What is (Ni) Introverted Intuition?,introvert intuit
2641,What is Introverted Intuition?,introvert intuit
2642,How do I plan a bridal shower party?,plan bridal shower parti
2643,How can I plan a bridal shower in another state?,plan bridal shower anoth state
2645,What is wrong with Indian engineering education system?,wrong indian engin educ system
2646,What are the best pick up lines?,best pick line
2647,How do I pick up a girl taller than me?,pick girl taller
2648,Why do the Union territories of Puducherry and Delhi have their own assembly?,union territori puducherri delhi assembl
2649,Why do only the union territories of Delhi and Puducherry have chief ministers and not others?,union territori delhi puducherri chief minist other
2650,What is the story behind the Black Swan movie?,stori behind black swan movi
2651,What is the story behind the black swan in Swan Lake?,stori behind black swan swan lake
2652,Are there any jobs where I can combine my creative and tech minds?,job combin creativ tech mind
2653,Is there any respectable job where I can sit and read and get paid good?,respect job sit read get paid good
2654,How do I get mods for GTA v on my Xbox one?,get mod gta xbox one
2655,Can I play GTA 5 in Xbox 360 E?,play gta xbox
2656,Is a third world war coming?,third world war come
2657,What is the best Advantage of using Quora?,best advantag use quora
2659,What would Cersei do if Jon became king?,would cersei jon becam king
2660,What would Melisandre do if Jon became king?,would melisandr jon becam king
2662,Are Rolls-Royce cars given only to reputed personalities?,roll royc car given reput person
2663,Why is the spine is seen as the axis of the universe in spirituality? How do you get mastery over the spine?,spine seen axi univers spiritu get masteri spine
2664,How can you treat pain in the middle of your spine?,treat pain middl spine
2665,What are the similarities and differences between chloroplasts and mitochondria?,similar differ chloroplast mitochondria
2666,What is the difference between electrons in the mitochondria of an animal cell and mitochondria in the plant cell when cyanide is added?,differ electron mitochondria anim cell mitochondria plant cell cyanid ad
2667,Where can I get the Jacket that Ranbir Kapoor is wearing in song 'Matargashti'?,get jacket ranbir kapoor wear song matargashti
2668,What is Ranbir Kapoor's beard style in iLahi Song from Yeh Jawaani Hai Deewani?,ranbir kapoor beard style ilahi song yeh jawaani hai deewani
2669,How long does a human need to die after drinking rat poison?,long human need die drink rat poison
2670,How does a person detect if their weed was laced with rat poison?,person detect weed lace rat poison
2671,Why does Islam allow and encourage cousins to marry? Is this still in practice?,islam allow encourag cousin marri still practic
2672,Do cousins marry each other regularly in Islam?,cousin marri regularli islam
2673,How do I know if my WhatsApp account has been hacked?,know whatsapp account hack
2675,What do you think of the decision by the Indian Government to demonetize 500 and 1000 rupee notes?,think decis indian govern demonet rupe note
2676,Is the Indian government's decision to illegalise 500 and 1000 rupee notes a masterstroke or a flawed plan?,indian govern decis illegalis rupe note masterstrok flaw plan
2677,Are there any famous people with low IQ's?,famou peopl low
2679,Is there an archive app that lets you search the text in pictures?,archiv app let search text pictur
2680,Could the study of meteorology be used (in part) to understand the development and movement patterns of cancer?,could studi meteorolog use part understand develop movement pattern cancer
2681,What are some good places to visit in Kerala on tour?,good place visit kerala tour
2682,What are some good beaches to visit in Kerala?,good beach visit kerala
2683,Can Donald Trump keep his campaign promises?,donald trump keep campaign promis
2684,What promises can Donald Trump keep?,promis donald trump keep
2685,How come the media doesn't cover/talk about Trump alleged raping of a 13 yr old girl trial?,come media cover talk trump alleg rape old girl trial
2686,Why doesn't the main stream media or Hillary talking about Trumps December trial for raping a 13 yo?,main stream media hillari talk trump decemb trial rape
2687,Why does Locke decide to kill Bran Stark at Craster's Keep?,lock decid kill bran stark craster keep
2688,Why did Locke try to kill or kidnap Bran Stark at Craster's keep?,lock tri kill kidnap bran stark craster keep
2689,"If you make $130,000/year in NYC, what is your take-home bi-weekly payment?",make year nyc take home weekli payment
2690,"Why is the take home salary on 100,000 gross so low in the U.S.?",take home salari gross low
2691,How do you treat acne scars?,treat acn scar
2692,How do you treat acne?,treat acn
2693,The Martian (2015 movie): Why couldn't Matt Damon grow more potatoes using the poop logic he used for the first time?,martian movi matt damon grow potato use poop logic use first time
2694,How plausible is the science in The Martian?,plausibl scienc martian
2695,What is it like to have a brain close to the great librarian?,like brain close great librarian
2696,What does it feel like to be working as a librarian?,feel like work librarian
2697,How does one make a blog?,one make blog
2698,What is the best way to build a successful blog?,best way build success blog
2699,What are the best substitutes for butter extracts?,best substitut butter extract
2700,What are some good substitutes for butter beans?,good substitut butter bean
2701,"What is the difference between ""UPLOAD""-""IMPORT"" and ""EXPORT""-""DOWNLOAD""?",differ upload import export download
2702,What does California import and export?,california import export
2703,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M506x?,officejet airprint compar laserjet enterpris
2704,How does the HP OfficeJet 4620 Airprint compare to the HP LaserJet Enterprise M606x?,officejet airprint compar laserjet enterpris
2705,How do I get my company's website on the first page of Google?,get compani websit first page googl
2706,How do I get my website on the first page on Google [Search for specific Keyword] ?,get websit first page googl search specif keyword
2707,"If you mother left you as a child but you stayed with your dad, what's the best way to find her?",mother left child stay dad best way find
2708,"What is the best answer to ""if you cant take care of my daughter, then why are you with her?""? Mind you, its coming from a sarcastic mother.",best answer cant take care daughter mind come sarcast mother
2709,What is the scope for a PHP developer in India? What are the MNC companies hiring PHP developers?,scope php develop india mnc compani hire php develop
2710,Which are the MNC companies for PHP in India?,mnc compani php india
2711,What is the best method of losing weight?,best method lose weight
2712,What are the best way of loose the weight?,best way loos weight
2713,How do you get noticed?,get notic
2714,How can I get noticed in Bollywood?,get notic bollywood
2715,How can I learn node.js in a week?,learn node week
2716,What is the best way of learning Node.js?,best way learn node
2717,What has been one of the best decisions of your life?,one best decis life
2718,What has been the best decision you've made in your life?,best decis made life
2719,Should we trust our political leaders?,trust polit leader
2720,Should we take into account what others say or trust only our mind?,take account other say trust mind
2721,Is Bashar Al Assad a psychopath?,bashar assad psychopath
2722,Where does Bashar Al Assad live?,bashar assad live
2723,I am a Portuguese national and I want to move to Norway. Is it possible?,portugues nation want move norway possibl
2724,"I am 22 (working),I want to be cricketer because I enjoy cricket. Is it still possible for me to join cricket academy and get into national squad?",work want cricket enjoy cricket still possibl join cricket academi get nation squad
2725,"What is it like teaching at universities in Abu Dhabi for Expats (Masdar, Khalifa, Petroleum inst)?",like teach univers abu dhabi expat masdar khalifa petroleum inst
2726,What is the reason for Abu Dhabi (or the Sheikh) to build Masdar City?,reason abu dhabi sheikh build masdar citi
2727,What are good gifts for a foreign visitor to bring when they're invited to someone's home in Martinique for the first time?,good gift foreign visitor bring invit someon home martiniqu first time
2728,What are good gifts for a foreign visitor to bring when they're invited to someone's home in Pakistan for the first time?,good gift foreign visitor bring invit someon home pakistan first time
2729,Should India buy some lands from Nepal in order to widen Siliguri Corridor to get easy access to northeast India?,india buy land nepal order widen siliguri corridor get easi access northeast india
2730,Can Indian government swap some land area with Bangladesh so that the Chicken's neck corridor can be widened to 100+ kilometers?,indian govern swap land area bangladesh chicken neck corridor widen kilomet
2731,What are constant objects in C++?,constant object
2732,What is constants in C?,constant
2733,How do you measure the IQ of a cat?,measur cat
2734,How can you measure your IQ for free?,measur free
2735,A cab's flat rate is $6 at $0.75 per mile. How many miles could you travel if you only have $20 to spend?,cab flat rate per mile mani mile could travel spend
2736,Suppose you paddle a canoe at a steady speed of 4 miles per hour. You go 6 miles downstream & upstream. What is the speed of the current?,suppos paddl cano steadi speed mile per hour mile downstream upstream speed current
2737,What type of government does Turkey have? How does it compare to the one in Wales?,type govern turkey compar one wale
2738,What type of government does Turkey have? How does it compare to the one in Poland?,type govern turkey compar one poland
2739,"What is the most interesting fact that I know, but you don't, but I shouldn't?",interest fact know
2740,Does Mexico have a wall on its southern border?,mexico wall southern border
2741,Is it feasible to build a wall between the US and Mexico as Donald Trump claims he would do?,feasibl build wall mexico donald trump claim would
2742,What is unusual or different about the food and cuisine in Sudan?,unusu differ food cuisin sudan
2743,What is unusual or different about the food and cuisine in Pakistan?,unusu differ food cuisin pakistan
2744,What are some core electronics companies in Pune where I can intern?,core electron compani pune intern
2745,What companies are doing core electronics work in Pune?,compani core electron work pune
2746,What is a company to invest in vietnam?,compani invest vietnam
2747,How do I get investment for a business in Vietnam?,get invest busi vietnam
2748,"What was it like seeing a person of another race for the first time, unexpectedly?",like see person anoth race first time unexpectedli
2749,Do we have any first-hand accounts of people from the past seeing a person of another race for the first time in their lives? How do they react?,first hand account peopl past see person anoth race first time live react
2750,What is Himalayan pink salt? Why is it better?,himalayan pink salt better
2751,"What Himalayan salt is the best, and why?",himalayan salt best
2752,Which South American country is cheap to live?,south american countri cheap live
2753,Which South American country is cheap to travel for a tourist?,south american countri cheap travel tourist
2754,"Should the US have a ""None of the above"" option for Presidential elections?",none option presidenti elect
2755,"Should voters be given a ""None Of The Above"" choice?",voter given none choic
2756,"If God created the world, who created God?",god creat world creat god
2758,what can i do to become fair?,becom fair
2759,How can I become more white?,becom white
2760,Irrespective of cost which parker fountain pen is the best in looks and writing?,irrespect cost parker fountain pen best look write
2761,How does a fountain pen work?,fountain pen work
2762,"In a turbine, why is the final enthalpy (of the working substance) in an actual process greater than that of an isentropic process?",turbin final enthalpi work substanc actual process greater isentrop process
2763,"In a turbine, why is the final entropy in an actual process greater than that of an isentropic process?",turbin final entropi actual process greater isentrop process
2764,Why did Arnab Goswami quitted from Times Now?,arnab goswami quit time
2765,Why did Arnab Goswami resign as the Editor-in-Chief of Times Now?,arnab goswami resign editor chief time
2766,What's the best why to start up a cafe?,best start cafe
2767,What are requirements I would need to start my own cafe?,requir would need start cafe
2768,Things to do in Hyderabad?,thing hyderabad
2769,What are the cool adventurous things to do in Hyderabad?,cool adventur thing hyderabad
2770,Does the Sony Xperia Z5 white sides scratch easily?,soni xperia white side scratch easili
2771,Does a Sony Xperia Z5 have a Gorilla Glass or Dragontrail on its front screen and back?,soni xperia gorilla glass dragontrail front screen back
2772,What are the best apps for increasing vocabulary?,best app increas vocabulari
2773,What is the best Android app for advanced English learners to improve their vocabulary and grammar?,best android app advanc english learner improv vocabulari grammar
2774,Is downloading iTunes music onto a flashdrive illegal?,download itun music onto flashdriv illeg
2775,Where is my downloaded iTunes music on my iPad?,download itun music ipad
2776,Who invented the middle finger bad gesture? How was it invented?,invent middl finger bad gestur invent
2778,How can you calculate ionic and ionic net equations?,calcul ionic ionic net equat
2779,How do you get the net ionic equation for HCO3+H2O?,get net ionic equat hco
2780,What are the best gifts to give a girlfriend in India?,best gift give girlfriend india
2781,What are the best gifts to send to a girlfriend?,best gift send girlfriend
2782,"Is it correct to say ""please let me know if you need help"" or must I use ""whether""?",correct say pleas let know need help must use whether
2783,"If I want to say, ""let me know if you can try something and finish doing it"", is it correct to say ""let me know if you could try it""?",want say let know tri someth finish correct say let know could tri
2784,Are there any Republicans voting for Hillary Clinton?,republican vote hillari clinton
2786,What physiological tricks are useful to know?,physiolog trick use know
2787,What psychology hacks are useful to know?,psycholog hack use know
2788,What is purpose of registering with dogs such as a Maltipoo at the AKC?,purpos regist dog maltipoo akc
2790,What is your most embarrassing moment in public?,embarrass moment public
2792,What's the coolest thing you can do with a computer?,coolest thing comput
2793,What are the coolest things you can do on a computer?,coolest thing comput
2794,"Why don't we use conveyor belts to shorten airport runways? If this idea is new, does that mean it should at least be named after me, if not patented?",use conveyor belt shorten airport runway idea new mean least name patent
2795,How likely is that the US or Russia will elect someone insane enough to start a nuclear war (excluding Donald Trump)?,like russia elect someon insan enough start nuclear war exclud donald trump
2796,How can I prepare for GATE without coaching?,prepar gate without coach
2797,How did you prepare for the GATE without any coaching?,prepar gate without coach
2798,Where is travencore state in India?,travencor state india
2799,What is state in constitution of India?,state constitut india
2800,"What does the Tagalog word ""salamat"" mean in English?",tagalog word salamat mean english
2801,Tagalog: What does salamat po mean in English?,tagalog salamat mean english
2802,What should be done to get rid of dandruff?,done get rid dandruff
2803,How do I get rid of severe dandruff?,get rid sever dandruff
